op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Ziepniekkalns,Ozolciema 56,2,52.0,5.0,9.0,602.,Panel,All amenities,64900.0,56.90069575,24.102280983175028
For rent,Mežaparks,Stendera 10,1,41.0,1.0,2.0,Priv. m.,Brick,All amenities,450.0,56.99618955,24.150942499999992
For sale,Vecrīga,Tirgoņu 17,2,59.0,2.0,5.0,Renov.,Masonry,All amenities,170000.0,56.94848149999999,24.1061513
For sale,Krasta r-ns,Dzērvju 3,4,78.0,7.0,9.0,467.,Panel,All amenities,75000.0,56.93086485,24.16502786880196
For sale,Maskavas priekšpilsēta,Ebreju 10,3,84.0,4.0,5.0,Specpr.,Brick,All amenities,75000.0,56.9379361,24.154479000000002
For sale,Vecmīlgrāvis,Sniega 2,3,68.74,5.0,5.0,LT proj.,Panel,All amenities,47000.0,57.0337701,24.09840055
For sale,Krasta r-ns,Maskavas 202,2,44.0,5.0,5.0,Hrušč.,Brick,All amenities,39500.0,56.8597884,24.3083417
For sale,centrs,Asara 12/5,3,64.0,4.0,5.0,Renov.,Masonry,All amenities,125000.0,56.956506000000005,24.1531491
For sale,centrs,Tallinas 86,3,60.0,2.0,5.0,Renov.,Masonry,All amenities,125000.0,56.95652115,24.147680900018845
For sale,Ziepniekkalns,Valdeķu 66/2,1,32.0,9.0,9.0,Specpr.,Panel,All amenities,45000.0,56.9094064,24.0954157
For sale,centrs,Čaka 36,4,84.0,2.0,5.0,Renov.,Masonry,All amenities,149810.0,56.952698,24.1299733
For sale,centrs,Čaka 36,2,48.0,2.0,5.0,Renov.,Masonry,All amenities,96390.0,56.952698,24.1299733
For sale,centrs,Hospitāļu 40,Citi,189.0,3.0,4.0,Staļina,Masonry,All amenities,240000.0,56.97588635,24.139172520738192
For sale,centrs,Blaumaņa 29,2,59.0,2.0,5.0,P. kara,Masonry,All amenities,100000.0,56.951796400000006,24.1263057
For sale,centrs,Brīvības iela 285,5,180.0,2.0,3.0,Jaun.,Brick-Panel,All amenities,205000.0,56.96700379999999,24.147127899999997
For sale,Teika,Ropažu 14,3,74.0,2.0,10.0,Jaun.,Masonry,All amenities,121000.0,56.97673029999999,24.167657999605808
For sale,centrs,Lāčplēša 113,2,39.0,2.0,3.0,P. kara,Brick,All amenities,58900.0,56.94558835,24.133880037444854
For sale,Mežciems,Mežciema 23,3,73.0,16.0,16.0,104.,Panel,All amenities,73000.0,56.971605000000004,24.2340818
For rent,Pļavnieki,Ilūkstes 8,2,50.0,6.0,9.0,602.,Panel,All amenities,40.0,56.93542815,24.196000708042607
For sale,Purvciems,Dzelzavas 89,2,39.0,2.0,5.0,LT proj.,Panel,All amenities,37000.0,56.95615720000001,24.20288687177168
For sale,Mežciems,Druvienas 36,3,62.0,1.0,9.0,602.,Panel,All amenities,72000.0,56.97049499999999,24.23270761006655
For sale,Zolitūde,Lejiņa 14,2,58.0,5.0,9.0,119.,Panel,All amenities,55900.0,56.9477649,24.020601371599504
For sale,centrs,Valdemāra 147,2,55.0,2.0,5.0,Staļina,Brick,All amenities,62800.0,56.9724033,24.134211520120655
For sale,centrs,Matīsa 113,2,35.0,1.0,2.0,P. kara,Wood,All amenities,21900.0,56.9581178,24.1311146
For sale,Iļģuciems,Dzirciema 71,2,51.0,6.0,9.0,602.,Panel,All amenities,42900.0,56.96512045,24.054982889336852
For sale,Teika,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities,39999.0,56.9653522,24.1647985
For sale,Pļavnieki,Ulbrokas 12,1,39.0,5.0,5.0,M. ģim.,Panel,All amenities,32900.0,56.94122905,24.217423167468997
For rent,centrs,Merķeļa 1,1,15.0,4.0,6.0,P. kara,Brick,All amenities,15.0,56.948235100000005,24.1198579
For rent,centrs,Merķeļa 1,1,24.0,4.0,6.0,P. kara,Brick,All amenities,5.0,56.948235100000005,24.1198579
For sale,Krasta r-ns,Kojusalas 21,3,58.0,3.0,5.0,Specpr.,Brick,All amenities,54000.0,56.93425325,24.154860985283307
For rent,Vecrīga,Smilšu 10,4,120.0,7.0,7.0,Renov.,Masonry,All amenities,1600.0,56.95030229999999,24.1092472
For sale,Purvciems,Burtnieku 36,2,110.0,4.0,5.0,Jaun.,Panel-Brick,All amenities,119000.0,56.96701360000001,24.18258919112932
For sale,Mežaparks,Ķempes 4,3,140.0,8.0,12.0,Jaun.,Masonry,All amenities,179800.0,56.9943642,24.166126688574952
For sale,Purvciems,Žagatu 20a,3,64.0,7.0,9.0,602.,Panel,All amenities,63000.0,56.96295835,24.18734441334219
For rent,Pļavnieki,Salnas 34,1,34.0,9.0,9.0,602.,Panel-Brick,All amenities,250.0,56.94177975,24.22918878598032
For sale,Vecmīlgrāvis,Sarmas 7,2,50.0,2.0,9.0,602.,Panel,All amenities,41000.0,57.03912275,24.100361589421645
For sale,centrs,Gogoļa 8/10,3,96.0,3.0,5.0,P. kara,Masonry,All amenities,120000.0,56.9449314,24.1204918
For sale,Dārzciems,Nīcgales 51,3,73.0,8.0,9.0,Specpr.,Brick-Panel,All amenities,82000.0,56.945770499999995,24.1722203
For sale,Dārzciems,Sitas 48,2,57.0,5.0,5.0,M. ģim.,Panel,All amenities,38000.0,56.9330961,24.19316866400881
For sale,Teika,Vidrižu 4,3,80.0,1.0,9.0,Specpr.,Panel-Brick,All amenities,87000.0,56.978867099999995,24.1774824079002
For sale,Āgenskalns,Ventspils 13,2,51.0,1.0,5.0,P. kara,Masonry,All amenities,42000.0,56.94920210000001,23.958741500000002
For rent,Ķengarags,Dubnas 8,1,38.0,4.0,12.0,Čehu pr.,Brick-Panel,All amenities,200.0,56.90431635,24.19765243709013
For sale,Ziepniekkalns,Ozolciema 18,3,74.0,3.0,9.0,119.,Panel,All amenities,76000.0,56.89859735,24.08767079999982
For rent,Pļavnieki,Sesku 10/1,1,43.0,5.0,5.0,Specpr.,Panel,All amenities,220.0,56.944418000000006,24.1719745
For rent,Āgenskalns,Slokas 1a,1,28.0,2.0,3.0,P. kara,Wood,All amenities,215.0,56.9421524,24.080529039156627
For rent,Purvciems,Zvaigznāja g. 7,1,30.0,5.0,5.0,LT proj.,Panel,All amenities,200.0,56.9527936,24.2063812
For sale,Zolitūde,Bieziņa 10,3,79.0,7.0,9.0,119.,Panel,All amenities,67000.0,56.9451934,24.023320500000004
For sale,Torņakalns,Atgāzenes 12,2,69.0,1.0,3.0,Jaun.,Masonry,All amenities,83000.0,56.91549245,24.085110557012293
For sale,Dzegužkalns,Tapešu 44,3,60.0,2.0,5.0,LT proj.,Panel,All amenities,50000.0,56.955916,24.04640131832298
For rent,Vecmīlgrāvis,Gāles 17,1,20.0,2.0,5.0,Specpr.,Brick-Panel,All amenities,170.0,57.03272629999999,24.11829003173853
For sale,Iļģuciems,Reņģes 5,2,50.0,2.0,3.0,Staļina,Brick-Panel,All amenities,42000.0,56.9661156,24.063304876037346
For sale,Purvciems,Braslas 53,3,83.0,1.0,6.0,Jaun.,Brick,All amenities,99000.0,56.95747179999999,24.1669890886796
For sale,Āgenskalns,Slokas 13,4,88.1,2.0,4.0,Staļina,Masonry,All amenities,107500.0,56.94462275,24.075096147972737
For sale,centrs,Republikas laukums 3,3,107.0,5.0,6.0,Jaun.,Masonry,All amenities,365000.0,56.9552522,24.0999991251943
For sale,centrs,Ģertrūdes 16,3,64.0,4.0,6.0,P. kara,Masonry,All amenities,164000.0,56.95665940000001,24.1237638
For rent,Teika,Brīvības gatve 300,2,50.0,3.0,3.0,Renov.,Brick,All amenities,520.0,56.9779316,24.182994250915648
For sale,centrs,Ģertrūdes 16,3,60.0,4.0,5.0,P. kara,Masonry,All amenities,151000.0,56.95665940000001,24.1237638
For rent,centrs,Visvalža 3a,2,53.0,2.0,5.0,P. kara,Masonry,All amenities,380.0,56.949104299999995,24.1287796
For sale,centrs,Bruņinieku 28,4,130.0,1.0,6.0,P. kara,Masonry,All amenities,110500.0,56.95567115,24.131410960883393
For sale,Imanta,Slokas 130d,3,110.9,1.0,12.0,Čehu pr.,Brick-Panel,All amenities,110000.0,56.96474785,24.016391195926794
For rent,centrs,Skanstes 29,2,44.0,23.0,23.0,Jaun.,Panel,All amenities,600.0,56.9726415,24.125030483928573
For sale,centrs,Dzirnavu 51,2,50.0,3.0,5.0,P. kara,Masonry,All amenities,71300.0,56.95681379999999,24.117269699999998
For rent,centrs,Asara 20,1,25.0,2.0,6.0,P. kara,Masonry,All amenities,250.0,56.95619535,24.151937814202274
For rent,Pļavnieki,Dravnieku 12,1,40.0,4.0,9.0,M. ģim.,Panel,All amenities,180.0,56.94315815,24.212789903353013
For sale,Klīversala,Trijādības 2a,6,228.0,6.0,7.0,Jaun.,Masonry,All amenities,225000.0,56.94381835,24.09098605429564
For sale,Vecmīlgrāvis,Emmas 12a,4,64.0,1.0,3.0,Staļina,Brick,All amenities,57000.0,57.02907929999999,24.1110987
For rent,centrs,Zaubes 6,3,110.0,5.0,6.0,P. kara,Masonry,All amenities,800.0,56.962799,24.122128313389048
For sale,centrs,Dzirnavu 115a,4,116.0,3.0,5.0,P. kara,Masonry,All amenities,130000.0,56.949369999999995,24.1253575
For rent,Ķengarags,Salaspils 6,3,59.0,5.0,5.0,LT proj.,Panel,All amenities,350.0,56.8597884,24.3083417
For sale,centrs,Klijānu 16,4,75.0,4.0,9.0,Jaun.,Masonry,All amenities,129000.0,56.9742195,24.14835103820881
For sale,centrs,Vesetas 32,2,55.0,3.0,12.0,Specpr.,Brick,All amenities,75000.0,56.97368625,24.13110272092923
For rent,centrs,Tērbatas 4,3,110.0,6.0,7.0,Renov.,Masonry,All amenities,1200.0,56.953058999999996,24.1200556
For sale,Pļavnieki,Tīnūžu 10,3,63.0,9.0,9.0,602.,Panel,All amenities,58800.0,56.9342176,24.207067659687628
For sale,Mežaparks,Ezermalas 13,4,126.0,2.0,4.0,Jaun.,Panel,All amenities,143000.0,56.99733515,24.1704467
For sale,Bolderāja,Lielupes 68,2,48.0,2.0,5.0,LT proj.,Panel-Brick,All amenities,31300.0,57.03099005,24.0574072
For rent,Iļģuciems,Dzirciema 25,1,25.0,2.0,2.0,Priv. m.,Masonry,All amenities,175.0,56.95418000000001,24.05222639509717
For sale,Krasta r-ns,Kojusalas 21,2,38.0,4.0,5.0,Specpr.,Brick,All amenities,39000.0,56.93425325,24.154860985283307
For sale,centrs,Tallinas 86,3,60.47,2.0,5.0,Renov.,Masonry,All amenities,125000.0,56.95652115,24.147680900018845
For rent,Ziepniekkalns,Kartupeļu 16,2,60.0,1.0,1.0,Priv. m.,Brick,All amenities,360.0,56.9138392,24.101333850000003
For sale,Āgenskalns,Nomales 7,2,41.0,2.0,4.0,Hrušč.,Brick,All amenities,34900.0,56.9368605,24.056878473478942
For sale,Teika,Vairoga 32,3,86.0,3.0,3.0,Renov.,Brick-Panel,All amenities,129000.0,56.9690716,24.171649886013512
For sale,centrs,Tallinas 30,1,42.0,4.0,4.0,P. kara,Masonry,All amenities,77000.0,56.962131299999996,24.1383736
For sale,centrs,Ausekļa 4,3,90.0,3.0,6.0,Jaun.,Masonry,All amenities,340000.0,56.9600412,24.1003337
For sale,Ķengarags,Krustpils 46,2,37.0,4.0,4.0,M. ģim.,Brick,All amenities,12800.0,56.91981510000001,24.194260699999997
For sale,Vecrīga,Kalēju 74,3,102.0,2.0,4.0,Jaun.,Masonry,All amenities,250000.0,56.94545600000001,24.1115799
For sale,Teika,Ropažu 12,3,96.0,10.0,12.0,Jaun.,Panel,All amenities,179000.0,56.97725905,24.16672669992548
For rent,Ziepniekkalns,Ziepniekkalna 70,2,61.0,1.0,4.0,Jaun.,Masonry,All amenities,370.0,56.8974581,24.1389382
For sale,centrs,Antonijas 26,4,101.0,4.0,6.0,Jaun.,Masonry,All amenities,315000.0,56.9605146,24.1149201
For rent,centrs,Brīvības 156,1,30.0,2.0,4.0,Specpr.,Brick,All amenities,350.0,56.965194700000005,24.14276937722176
For sale,Zolitūde,Endzelīna 32,2,58.0,5.0,5.0,Jaun.,Panel,All amenities,103000.0,56.94393325,24.02763305718307
For sale,Āgenskalns,Melnsila 14,1,28.0,1.0,3.0,Renov.,Wood,All amenities,46000.0,56.94402935,24.066639316070557
For sale,Ķengarags,Krustpils 73/4,2,19.0,2.0,4.0,Hrušč.,Brick,All amenities,6890.0,56.92936360000001,24.1835723
For sale,Vecmīlgrāvis,Dombrovska 11,2,27.0,3.0,3.0,Specpr.,Masonry,All amenities,9490.0,57.02970120000001,24.11288466839999
For sale,centrs,Skolas 30,3,96.0,3.0,6.0,P. kara,Masonry,All amenities,192000.0,48.296950200000005,-100.7081938
For sale,Āgenskalns,Melnsila 14,3,64.0,2.0,3.0,Renov.,Wood,All amenities,102000.0,56.94402935,24.066639316070557
For sale,Jugla,Silciema 25,3,80.0,2.0,2.0,Priv. m.,Masonry,All amenities,49000.0,56.9835916,24.240360269259252
For sale,centrs,Lāčplēša 62,3,101.9,2.0,6.0,P. kara,Brick,All amenities,125000.0,56.9510949,24.1313031
For rent,Ķengarags,Ikšķiles 11,1,18.0,5.0,5.0,LT proj.,Panel,All amenities,150.0,56.90357165,24.20643478010603
For sale,Ziepniekkalns,Komētas 26,3,77.0,1.0,4.0,Jaun.,Panel-Brick,All amenities,109000.0,56.914968,24.122889999999998
For sale,Grīziņkalns,Asara 12,2,37.0,4.0,5.0,Renov.,Brick,All amenities,74000.0,56.9553833,24.1488881
For sale,centrs,Valdemāra 41,3,66.0,5.0,7.0,Jaun.,Panel-Brick,All amenities,165000.0,56.95869190000001,24.11734184655964
For rent,centrs,Valdemāra 41,3,115.0,2.0,7.0,Jaun.,Brick-Panel,All amenities,1370.0,56.95869190000001,24.11734184655964
For sale,centrs,Valdemāra 41a,2,64.0,5.0,7.0,Jaun.,Panel-Brick,All amenities,229000.0,56.9721861,24.1343196
For sale,centrs,Valdemāra 41,3,65.0,4.0,7.0,Jaun.,Brick-Panel,All amenities,185000.0,56.95869190000001,24.11734184655964
For rent,Āgenskalns,Kristapa 8,1,18.0,1.0,4.0,M. ģim.,Brick,All amenities,230.0,56.9428655,24.060963208642875
For sale,Ziepniekkalns,Komētas 26,3,76.0,3.0,4.0,Jaun.,Panel-Brick,All amenities,130500.0,56.914968,24.122889999999998
For sale,Ziepniekkalns,Komētas 26,2,66.0,1.0,4.0,Jaun.,Panel-Brick,All amenities,89000.0,56.914968,24.122889999999998
For rent,centrs,Klijānu 12,2,45.0,1.0,3.0,Jaun.,Panel-Brick,All amenities,450.0,56.973195700000005,24.1490465
For sale,centrs,Valdemāra 41a,5,135.0,2.0,7.0,Jaun.,Brick-Panel,All amenities,345000.0,56.9721861,24.1343196
For sale,centrs,Valdemāra 41,5,153.0,4.0,7.0,Jaun.,Brick-Panel,All amenities,445000.0,56.95869190000001,24.11734184655964
For sale,centrs,Valdemāra 41,4,105.0,5.0,7.0,Jaun.,Panel-Brick,All amenities,350000.0,56.95869190000001,24.11734184655964
For sale,Grīziņkalns,Pērnavas 15a,2,41.0,2.0,5.0,Renov.,Masonry,All amenities,120000.0,56.9631811,24.151816207211102
For sale,centrs,Skolas 14,5,146.0,4.0,6.0,P. kara,Brick,All amenities,275000.0,48.296950200000005,-100.7081938
For rent,Ķengarags,Maskavas 256/4,2,43.0,5.0,1.0,Hrušč.,Panel,All amenities,330.0,56.94470995,24.11310791293917
For sale,centrs,Rūdolfa 1,1,30.0,4.0,6.0,P. kara,Brick,All amenities,45000.0,56.9620224,24.15219394772615
For rent,centrs,Valdemāra 39,2,45.0,1.0,6.0,Renov.,Brick,All amenities,40.0,56.9585313,24.1170799
For rent,centrs,Duntes 48,1,25.0,3.0,6.0,P. kara,Masonry,Partial amenities,140.0,56.99189845,24.127666923956397
For rent,centrs,Alberta 11,2,44.0,3.0,6.0,P. kara,Masonry,All amenities,225.0,56.95900535,24.108792096133048
For rent,centrs,Alberta 11,3,66.5,6.0,6.0,P. kara,Brick,All amenities,190.0,56.95900535,24.108792096133048
For sale,centrs,Lāčplēša 96,4,104.0,2.0,5.0,P. kara,Brick,All amenities,115000.0,56.94468895,24.132720159680325
For sale,Teika,Biķernieku 31,3,64.0,4.0,5.0,Specpr.,Brick,All amenities,61000.0,56.95894965,24.24396525887176
For sale,Pļavnieki,Salnas 21,2,43.0,3.0,9.0,Jaun.,Panel,All amenities,68000.0,56.942327,24.23009287799782
For sale,Purvciems,Biķernieku 31,3,64.0,4.0,5.0,Specpr.,Brick,All amenities,61000.0,56.95894965,24.24396525887176
For rent,centrs,Brīvības 148,1,22.0,3.0,6.0,P. kara,Masonry,All amenities,350.0,56.964231000000005,24.14057637072409
For rent,centrs,Zvaigžņu 24,1,20.0,2.0,6.0,Renov.,Masonry,All amenities,25.0,56.9607411,24.1497716
For sale,centrs,Skolas 38,3,155.0,3.0,6.0,P. kara,Masonry,All amenities,260000.0,48.296950200000005,-100.7081938
For sale,Ķengarags,Višķu 9,3,61.0,2.0,5.0,LT proj.,Panel,All amenities,53000.0,56.899263899999994,24.21437291055122
For sale,centrs,Valdemāra 71,5,105.0,6.0,6.0,P. kara,Masonry,All amenities,189950.0,56.962022499999996,24.123035
For sale,centrs,Dzirnavu 83,3,84.0,6.0,7.0,Jaun.,Panel-Brick,All amenities,250000.0,56.953293200000005,24.1222418
For sale,Teika,Ropažu 14,4,93.0,2.0,10.0,Jaun.,Masonry,All amenities,140000.0,56.97673029999999,24.167657999605808
For sale,Sarkandaugava,Sarkandaugavas 21,1,28.0,2.0,2.0,Renov.,Wood,Partial amenities,21000.0,56.998725300000004,24.1235645
For rent,Šampēteris-Pleskodāle,Kukšu 4,3,70.0,1.0,2.0,Priv. m.,Brick,All amenities,370.0,56.93482829999999,24.0390725
For sale,Vecmīlgrāvis,Baltāsbaznīcas 33,3,58.0,1.0,2.0,Staļina,Brick,All amenities,49850.0,57.03627125,24.08894255
For sale,Teika,Ropažu 80,4,103.0,1.0,12.0,Jaun.,Panel,All amenities,160000.0,56.982608,24.187352399999998
For rent,centrs,Stabu 33,2,57.0,2.0,2.0,Specpr.,Masonry,All amenities,30.0,56.95622405,24.12969350354364
For sale,Aplokciems,Briežu 9,2,40.0,2.0,6.0,Jaun.,Panel,All amenities,63350.0,57.02292344999999,24.137664876991742
For rent,Maskavas priekšpilsēta,Ebreju 10,3,83.0,5.0,5.0,Specpr.,Brick-Panel,All amenities,600.0,56.9379361,24.154479000000002
For sale,Pļavnieki,Ulbrokas 12/3,3,79.0,1.0,9.0,Jaun.,Panel,All amenities,89900.0,56.945139399999995,24.217608
For sale,Šķirotava,Malēju 4a,3,54.0,2.0,5.0,M. ģim.,Brick,All amenities,16800.0,56.90687475,24.220915782229994
For sale,centrs,Maskavas 55,1,34.0,1.0,6.0,P. kara,Masonry,All amenities,45000.0,56.8597884,24.3083417
For sale,Maskavas priekšpilsēta,Maskavas 55,1,34.0,1.0,6.0,P. kara,Masonry,All amenities,45000.0,56.8597884,24.3083417
For sale,Mežciems,Hipokrāta 19,3,62.0,7.0,9.0,602.,Panel,All amenities,55900.0,56.9666127,24.2384534
For sale,Pļavnieki,Ulbrokas 1,4,77.0,7.0,9.0,602.,Panel,All amenities,74800.0,56.94027275,24.214861968141204
For sale,Pļavnieki,Saharova 5,3,62.0,2.0,9.0,602.,Brick-Panel,All amenities,63800.0,56.934948999999996,24.20128716471765
For sale,centrs,Ģertrūdes 23,5,137.0,3.0,6.0,Renov.,Masonry,All amenities,330000.0,56.9563024,24.12509715028037
For sale,centrs,Ģertrūdes 73,3,72.0,3.0,3.0,P. kara,Masonry,All amenities,128000.0,56.95142270000001,24.1336976
For sale,Imanta,Akāciju 6,2,46.0,6.0,9.0,Jaun.,Brick-Panel,All amenities,78000.0,56.95120260000001,24.0005229
For rent,Purvciems,Lielvārdes 123,2,52.0,1.0,5.0,LT proj.,Panel,All amenities,360.0,56.95732255,24.20439932916037
For sale,Teika,Ropažu 19,1,39.0,3.0,3.0,P. kara,Masonry,Partial amenities,24500.0,56.97708405,24.17207856285717
For sale,Čiekurkalns,Ķīšezera 11,2,46.0,1.0,5.0,Specpr.,Brick,All amenities,53000.0,56.9879311,24.164280447322408
For rent,centrs,Skolas 4,4,150.0,3.0,5.0,Renov.,Masonry,All amenities,1475.0,48.296950200000005,-100.7081938
For sale,centrs,Indrānu 5,3,90.0,1.0,5.0,Jaun.,Panel-Brick,All amenities,158000.0,56.9681431,24.14688396532539
For sale,centrs,Indrānu 8,5,226.0,6.0,7.0,Jaun.,Panel-Brick,All amenities,295000.0,56.968497899999996,24.1467035
For sale,centrs,Avotu 5,2,50.0,3.0,6.0,Renov.,Masonry,All amenities,111980.0,56.95092625,24.127915135078673
For sale,centrs,Avotu 5,1,31.0,2.0,6.0,Renov.,Masonry,All amenities,68540.0,56.95092625,24.127915135078673
For rent,centrs,Rūpniecības 42,1,24.0,2.0,3.0,Renov.,Brick,All amenities,330.0,56.96613265,24.105090750127893
For rent,centrs,Rūpniecības 42,1,54.0,3.0,3.0,Renov.,Brick,All amenities,500.0,56.96613265,24.105090750127893
For rent,Purvciems,Dzelzavas 37,1,35.0,3.0,9.0,602.,Panel,All amenities,190.0,56.95922675,24.182087016206154
For sale,centrs,Avotu 5,3,83.0,2.0,6.0,Renov.,Masonry,All amenities,164800.0,56.95092625,24.127915135078673
For sale,Vecmīlgrāvis,Gliemežu 5,1,37.0,1.0,5.0,Specpr.,Brick-Panel,All amenities,28000.0,57.037386700000006,24.0884618
For sale,Vecmīlgrāvis,Edžiņa g. 7,3,69.0,5.0,5.0,LT proj.,Panel,All amenities,48000.0,57.031674800000005,24.1063938
For sale,Pļavnieki,Grestes 8,4,75.0,8.0,9.0,467.,Panel,All amenities,73400.0,56.93585905000001,24.208108377683764
For sale,centrs,Skanstes 29,4,167.0,21.0,24.0,Jaun.,Brick-Panel,All amenities,320000.0,56.9726415,24.125030483928573
For sale,centrs,Ģertrūdes 38,4,121.0,2.0,5.0,Renov.,Brick,All amenities,205700.0,56.9538641,24.128666877855053
For sale,centrs,Ausekļa 5,6,230.0,5.0,6.0,Renov.,Masonry,All amenities,330000.0,56.9607232,24.099806810430866
For sale,centrs,Stabu 53,3,52.0,2.0,2.0,P. kara,Brick,All amenities,79900.0,56.953749,24.134022899999998
For rent,Zolitūde,Zolitūdes 46,1,42.0,3.0,9.0,119.,Panel,All amenities,250.0,56.94224055,24.00608457590655
For sale,Imanta,Slokas 130,4,110.0,1.0,12.0,Čehu pr.,Brick,All amenities,110000.0,56.96380995,24.019513813644515
For rent,centrs,Lāčplēša 98,1,18.0,6.0,6.0,Renov.,Masonry,All amenities,235.0,56.94440235,24.13236302327831
For sale,Jugla,Kvēles 21,3,57.0,1.0,5.0,Hrušč.,Brick-Panel,All amenities,49000.0,56.98168535,24.24569045
For sale,Pļavnieki,Deglava 156,3,63.0,1.0,9.0,602.,Panel,All amenities,53500.0,56.9442074,24.219431104530486
For rent,centrs,Republikas laukums 3,4,127.0,5.0,8.0,Jaun.,Panel,All amenities,1200.0,56.9552522,24.0999991251943
For sale,centrs,Tallinas 79,3,68.0,1.0,5.0,P. kara,Brick-Panel,All amenities,49000.0,56.957017799999996,24.1478467
For sale,Jugla,Silciema 15/4,2,46.0,2.0,5.0,LT proj.,Panel,All amenities,47000.0,56.9826782,24.240658800000002
For rent,Maskavas priekšpilsēta,Lomonosova 2,1,40.0,4.0,4.0,Staļina,Masonry,All amenities,350.0,56.9383326,24.155885111979128
For sale,Aplokciems,Briežu 9,3,55.0,2.0,6.0,Jaun.,Panel,All amenities,83100.0,57.02292344999999,24.137664876991742
For sale,Aplokciems,Briežu 9,1,27.0,2.0,6.0,Jaun.,Panel,All amenities,40500.0,57.02292344999999,24.137664876991742
For sale,centrs,Kurbada 5,3,74.0,4.0,5.0,Staļina,Masonry,All amenities,93000.0,56.9472563,24.1373345
For rent,centrs,Elizabetes 27,2,75.0,4.0,4.0,P. kara,Brick,All amenities,35.0,56.9583458,24.108731465601288
For sale,Purvciems,Stirnu 35a,4,73.0,1.0,9.0,602.,Panel,All amenities,65000.0,56.96095819999999,24.187062914724322
For sale,Šampēteris-Pleskodāle,Šampētera 10,1,33.0,1.0,2.0,P. kara,Masonry,All amenities,30000.0,56.9422772,24.0389986185022
For sale,Iļģuciems,Stūres 7,3,60.0,1.0,5.0,LT proj.,Panel,All amenities,59800.0,56.9710016,24.070090599991058
For rent,Mežaparks,Ezermalas 4a,1,21.0,4.0,5.0,Renov.,Brick-Panel,All amenities,200.0,56.99347295,24.192639188013967
For sale,Pļavnieki,Jasmuižas 9,1,33.0,3.0,9.0,467.,Panel,All amenities,30800.0,56.937060100000004,24.210337600000003
For sale,centrs,Valdemāra 123,3,102.0,6.0,6.0,P. kara,Brick,All amenities,139900.0,56.967289799999996,24.1301484
For sale,Ķīpsala,Balasta d. 72,4,178.0,1.0,4.0,Jaun.,Masonry,All amenities,430000.0,56.948934400000006,24.0882804
For sale,Ķengarags,Maskavas 281,2,47.0,12.0,12.0,Čehu pr.,Brick-Panel,All amenities,47700.0,56.8597884,24.3083417
For sale,Dārzciems,Lubānas 43,3,64.0,1.0,2.0,Staļina,Brick,All amenities,57600.0,56.9335552,24.1758388
For rent,centrs,Vīlandes 7,3,72.0,5.0,5.0,P. kara,Masonry,All amenities,650.0,56.9602579,24.1013204
For rent,centrs,Čaka 89,1,13.0,2.0,2.0,Renov.,Masonry,All amenities,295.0,56.95712685,24.13758778572184
For rent,Maskavas priekšpilsēta,Maskavas 146,2,34.0,3.0,4.0,Renov.,Brick-Panel,All amenities,310.0,56.8597884,24.3083417
